text,sentiment
"In rice, all except OsMKK10-1 and OsMKK10-3 are expressed in four reproductive stages from the microarray **data** (Additional file 19). Moreover, all maize and poplar MKK genes are expressed in different tissues (Additional file 19). However, the transcriptional levels in PtMKKs have a great difference, while maize is not obvious (Additional file 19). To further validate the transcripts of B. distachyon MKK genes in different tissues, we tested five different tissues that were a part of Bd21 seedling, root, leaf, stem and young caryopsis, to analyze the tissue specific expression patterns of MKK genes (Additional file 20). The results revealed that all except BdMKK10-4 are expressed in five different tissues and BdMKK6 and BdMKK10-2 have higher transcriptional levels in young caryopsis than other tissues (Additional file 20). It is interesting that previous study show that MKK10 may not be biologically functional on account of the lack part of the phosphorylation site, but OsMKK10-2 can mediate the response to pathogen defense. Not as expected, MPK6 can be phosphorylated by OsMKK10-2 which have the kinase activity [28]. Moreover, we surveyed the gene expression of MKK under abiotic stresses that public microarray **data** of Arabidopsis under wound, drought, genotoxic, cold, osmotic, high-salinity, heat, oxidative and UV-B treatment were collected (Fig. 6d). Many plant MKK genes are up-regulated upon UV-B treatment, including AtMKK4 and AtMKK5. These results indicated that plant MKK genes may be involved in UV-B related signaling. To validate the expression profile of plant MKK genes in UV-B signaling, we performed the RT-qPCR experiments on RNA collected from different time points of B. distachyon plants under UV-B treatments. The results revealed that many MKK genes are up-regulated upon UV-B treatment, including BdMKK4 and BdMKK10-5, especially BdMKK10-5 originally have low-level transcripts in B. distachyon tissue (Additional file 20). These results indicated that BdMKK genes maybe also respond the UV-B stress. In a word, we can speculate that plant MKK genes play potential roles in UV-B related signaling.",no
"The cell recognizes pathogens upon binding of the so-called PAMPs to PRRs. In addition, there is increasing evidence showing that these PRRs also sense endogenous danger signals, known as DAMPs that are released by necrotic cells. 107 The PRR group consists of Toll-like receptors (TLRs), NLRs, retinoic acid-inducible gene-I (RIG-I)-like receptors (RLRs) and C-type lectin receptors. Depending on the cellular context, PRR triggering can induce different types of cell death. To date, TLR-mediated necrotic cell death has been described in cells triggered by TLR3, -4 and -9. Recognition of dsRNA or poly(I:C) (synthetic dsRNA analog) by TLR3 and lipopolysaccharide (LPS) by TLR4 triggers the recruitment of an adaptor called Toll-interleukin-1 receptor domain-containing adaptor inducing interferon-b, 108,109 which interacts with both RIPK1 and RIPK3 via its RHIM domain, 110 suggesting the possible involvement of RIPK1 and RIPK3 in TLR3-and TLR4-induced necrosis. Indeed, poly(I:C)-induced necroptotic cell death in the presence of interferon-b is inhibited in RIPK1-deficient cells 111 or when RIPK1 kinase activity is blocked. 24,34 Recently, it has been reported that poly(I:C) stimulation in a steatohepatitis disease model induces necrosis that is correlated with an increase in RIPK3 expression, indicating a possible role for RIPK3 in poly(I:C)induced regulated necrosis in vivo. 112 Triggering TLR4 by LPS prevents necrotic cell death of macrophages when either RIPK1 or RIPK3 is absent by RNA interference-mediated knockdown. 18,113 Together, these **data** suggest that TLR3 and TLR4 stimulation may induce RIPK1-and RIPK3dependent necroptosis (Figure 2b).",no
"In summary, results presented here show a complex transcriptional regulation of the Smirnoff-Wheeler pathway in legumes under water-deficit conditions. Based on their expression patterns and correlation with the AsA levels and biosynthetic activity, our **data** suggest that GalLDH, together with VTC1, are the most likely candidates to play a role in the regulation of AsA biosynthesis in legume plants. Future work may provide answers to questions such as the role of post-transcriptional regulatory mechanisms in the drought-induced decline in GalLDH activity using targeted proteomic approaches (Wienkoop et al., 2008) or the individual contribution of the various paralogous genes. This knowledge will contribute to further understand the regulation of the pathway under water-deficit conditions to, ultimately, improve abiotic stress tolerance in legume crops.",no
"Expression **data** of Arabidopsis MAPKKs were obtained from PLEXdb (AT40), including following Arabidopsis tissues: inflorescence, petals, stamen, pedicels, sepals, carpels, pollen, seedling, root, leaf, shoot and pistil. As well as following Arabidopsis mutants: ap1-15, ap2-6, ap3-6, ag-12, clv3-7, lfy-12 and ufo-1. Mapped reads were uniquely applied to deeper analysis. Gene expression levels were quantified by RPKM (reads per kilobase of mRNA length per million of mapped reads). Expression **data** of MAPKK genes in rice (GSE27726), poplar (GSE30507) and maize (GSE27004) were also downloaded from NCBI GEO database. Microarray **data** of Arabidopsis under abiotic treatment were also obtained from NCBI GEO **data** (GSE5620-GSE5628) in our analysis. For RT-qPCR analyses, 2-week-old B. distachyon Bd21 plants grown in each box were used for harvesting root, stem, leaf, young caryopsis and seedling samples. For UV-B treatments analysis, two-week-old B. distachyon Bd21 plants were treated as described previously [71]. Plants were harvested for further analyses after treatment 1 h, 3 h, 6 h, 12 h and 24 h, respectively. The primer-sets were listed in Additional file 21.",no
"To confirm the results, 740Y-P (a PI3K agonist, Selleck, USA, S7865) and LY294002 (a PI3K inhibitor, Selleck, USA, S1105) were used to treat MNNG cells alone or combined with C 18 H 17 NO 6 for 48 h. Firstly, we found that 740Y-P at 20 µM remarkably increased the proliferation ( Figure 3A     C 18 H 17 NO 6 group (p<0.05). After co-incubation with 740Y-P, these changes were marked rescued (p<0.05). Secondly, the protein expression levels of MMP-2, MMP-9, E-cadherin, N-cadherin, and Vimentin were evaluated. As shown in Figures  3G and 3H, the protein expression levels of MMP-2, MMP-9, N-cadherin, and Vimentin were significantly downregulated following treatment with 4 µM C 18 H 17 NO 6 (p<0.05). 740Y-P at 20 µM remarkably rescued this decrease (p<0.05). We obtained the opposite results in the protein expression levels of E-cadherin. Finally, to investigate whether the PI3K/AKT pathway participates in the inhibitory effect of C 18 H 17 NO 6 on MNNG cells, the cells were incubated with 740Y-P (20 µM), LY294002 (20 µM) alone, or in combination with C 18 H 17 NO 6 (4 µM) for 48 h. Compared to the control group, 740Y-P at 20 µM remarkably upregulated the protein expression of p-PI3K and p-AKT (p<0.05), and C 18 H 17 NO 6 at 4 µM and LY294002 at 20 µM treatment resulted in remarkably downregulated the protein expression of p-PI3K and p-AKT (p<0.05). After co-incubation with 740Y-P, C 18 H 17 NO 6 -dependent inhibition of the PI3K/AKT signaling pathway was eliminated. Co-incubation with LY294002 enhanced suppression of the PI3K/AKT signaling pathway (Figures 3I, 3J). These **data** at least partially suggest that C 18 H 17 NO 6 weakens MNNG cell proliferation, migration, and invasion by inhibiting the PI3K/AKT signaling pathway.",no
"The AR is unusual among steroid hormone receptors in that the major transactivation function is activation function-1 (AF1) situated within the N-terminal domain rather than AF2 in the ligand-binding domain (LBD), which is relatively weak in the AR (6,31,33). Furthermore, AF1 can be subdivided into two discrete, overlapping activation domains, the usage of which is context-dependent. Although almost the entire N terminus (residues 1-494) is required for full activity of the full-length receptor, a core that contributes 50% of the activity is located between residues 101 and 360, and this region has been termed TAU1. However, in the absence of the LBD, a different region mediates activation, and this region is termed TAU5 (residues 370 -494) (31) (Fig. 2A). We performed pulldown interaction assays to determine the interaction of full-length HEYL with full-length and deletion constructs of AR. These showed that GST-HEYL was able to interact strongly with full-length AR expressed in COS-1 cells (Fig. 2B). Furthermore, a robust interaction was also observed between full-length HEYL and GST-NTD, which contains the AR N-terminal domain (residues 1-556) but lacks the LBD and most of the DNA-binding domain (DBD), indicating that HEYL likely interacts with AR via the N-terminal transactivation domain (Fig. 2B). In support of this, no interaction was seen between HEYL and GST fused to the LBD in the presence or absence of ligand. To determine whether HEYL also represses AR-AF1 activity, we transfected COS-1 cells with an AR deletion construct lacking amino acids 654 -919 (AR⌬LBD), which is constitutively active. HEYL could significantly repress the activity of AR⌬LBD on TAT-GRE-E1B-LUC (Fig. 2C) and Probasin-LUC promoter constructs (data not shown). Together, these **data** indicate that HEYL interacts with and represses AR activity largely through AF1. To narrow down the functional domain affected, we next assayed the ability of HEYL to repress AR deletion constructs lacking either TAU1 (AR⌬1) or TAU5 (AR⌬5) (Fig. 2D and supplemental Fig. S3). This showed that deletion of either domain resulted in reduced relative repression of AR activity by HEYL; however, the repression of AR⌬1 (with intact TAU5) by HEYL was proportionately less than that of AR⌬5 (with intact TAU1), indicating that TAU1 (residues 101-360) is likely to be the functional domain that is primarily affected by HEYL in the context of the full-length AR.",no
"An achievement that would have a major impact on our understanding of transcriptional regulatory networks would be to map out the coordinated dynamic responses of signaling proteins, transcription factors and target genes over time. The primary challenges to such an effort are development of high-throughput technologies to measure transcription factor activities at the genome-scale, and Open Access computational tools to interpret the **data** and predict the structure and dynamics of the underlying networks.",no
"Bioinformatics is a powerful tool to find genes associated with a function or involved in a regulatory network ( Figure 1B , left ) . In the case of paradigmatic organisms , such as E. coli , databases contain the up - to - date description of regulatory networks , including the organization of the genes in transcription units , operons , and entire regulons based on experimental data [ 17][18][19][20][21 ] . Additionally , curated databases containing exclusively functional information on TRs [ 22 ] or their putative DNA - binding sites [ 23][24][25 ] are constantly expanded . Hence , finding the annotated genes corresponding to a TR of interest linked to the regulated genes can be a direct task . In other bacteria , gene annotation is often not as complete ; thus , new regulatory networks must be established to find regulons of interest . There is a constant effort to improve regulon prediction with bioinformatics tools [ 26][27][28 ] to address the limits set by the degeneracy and variability of the conserved regulatory motifs in operons around their promoter regions . Thanks to this effort , the accuracy of bioinformatic algorithms that combine transcriptomic and other "" -omics "" data to their pipeline has greatly increased in the last decade [ 29,30 ] .",no
"To echo this last point, one of the main challenges of metabolomics in plant pathology is distinguishing plant and microbial metabolomes [80]. Metabolites, most particularly primary compounds, are often ubiquitous in the diverse plant, microbial and animal organisms, or exchanged between the host and pathogens, as signals or metabolic responses. In pathological studies (Figure 1), plants and microbes are jointly incubated, but the pathogens are rarely removed before metabolite extraction, thereby mixing metabolomes of different origins. This probably seems to be of minor importance for other omics, such as transcriptomics and proteomics, which exploit species-specific databases. However, metabolomics suffers from cross-contamination of the host and non-host metabolites; therefore, it is often difficult to draw precise conclusions as to the origin of the metabolic variations found. Whilst one can search **data** for metabolites of non-plant origin, for example, arachidonic acid with respect to fungal pathogens, one cannot assume that their absence suggests that metabolites of fungal origin are not being detected. Implementing stable isotope labelling of microbes could address this pressing concern. A recent metabolomics study of the early stage of plant cell-microbe interactions employed an incubation method of 13 C-and 15 N-labelled (98%) Pst DC3000 with Arabidopsis cells, followed by a washing step to remove the excess bacterial cells [169]. Subsequently, ""light"" plant metabolites were analyzed by targeted LC-MS, highlighting an infection reprogramming of plant signaling and primary metabolic pathways, including carbohydrates, nucleotides, and amino and organic acids. Alternatively, uniformly 13 C-and 15 N-labelled plants can be prepared, which will offer an accurate tool for metabolomic analysis under biotic stress conditions [170]. The growing interest in isotopically labelled biological material coincides with the development of additional analytical tools, such as NMR and high-throughput GC-and LC-HRMS, which allow the discrimination between native and labelled metabolites ( Figure 3). It is conceivable that elegant studies of this type will be carried out less sporadically, to help clarify the origin of changes in the host and pathogen metabolome. In summary, future prospects that will greatly contribute to the success of metabolomics in the study of plant immunity will include (i) increasing the capacity to chromatopgraphically resolve and annotate plant and pathogen metabolomes, (ii) new tools and approaches to analyze the metabolome at the subcellular level, and (iii) the development and implementation of modelling, to predict and/or calculate the dynamics of metabolic variations.",no
"DNA methylation is specific, particularly in gene promoter regions, and can be used as cancer marker (15). In the present study, DNA methylation and mRNA expression **data** were retrieved from databases for T2DM and 13 types of cancer and bioinformatics analysis was used to identify key genes associated with differential gene expression and differential methylation. Gene interaction weighted networks were constructed and analyzed using the correlations of methylation levels of these genes, to understand the interactions between genes in an improved way. Ultimately, 8 genes were identified as co-morbid genes for T2DM and cancer. Since the information of different diseases is integrated in our network, the types of cancer involved in comorbid genes and their frequencies, as well as the connectivity values of gene nodes, all reflect the close relationship between T2DM and cancer. The results showed that among these 8 genes, the frequency of CRC was the highest (5/8). Therefore, it is considered that T2DM is more likely to be comorbid with CRC than the other 12 types of cancer, at least in terms of DNA methylation signatures.",no
"The D - isomer of CFKK - TMR was synthesized inhouse according to standard solid phase peptide synthesis protocols , using D - analogs of the amino acids ( Anaspec , USA ) and Tetramethylrhodamine NHS ester ( Sigma - Aldrich ) . The peptide was conjugated to the nanoneedles according to the same protocol employed for the L - isomer described above . Both L - and D - isomer sensors were interfaced with OE33 and Het-1A cells for 15 minutes according to the interfacing protocol described . The sensors were removed , fixed in 4 % w / v paraformaldehyde in PBS for 15 minutes , and counterstained with DAPI for 5 minutes . The samples were mounted on coverslip with prolong gold ( Life by confocal microscopy . Five separate z - stacks including the nanoneedles and the entirety of the cells were imaged for each sample . The DAPI and TMR channels were acquired sequentially to avoid cross - talk . All stacks were acquired with constant magnification , laser intensities , detector gain and offset on all channels . The data was quantified for all cells in all images from a single Z plane above the needles as described in the confocal microscopy of cells section .",no
"To evaluate the significance of the commonly methylated genes ( n = 1187 ) , categorization was implemented . The commonly affected pathways were prominently plasma membrane - associated receptors and components , cytoskeleton and adhesion / junction - related proteins , ion channels / transporters and energy homeostasis ( Figure 3H ) . Considering the distinct physicochemical properties between AgNPs and GO , pathway analysis was further performed for the differentially methylated genes ( Figure 3I , J ) . A multitude of genes were found differentially methylated between AgNPs and GO in both A549 and 293 T cells , including genes responsible for gap junction ( e.g. , LPAR1 and GNAI3 ) [ 24 ] upon AgNPs exposure and genes encoding proteins involved in substance metabolism ( e.g. , PDE5A and GFPT1 ) [ 25 ] upon GO exposure . These differences between AgNPs and GO could be attributed to their distinct physicochemical properties and their different mode of interaction with cells including differential subcellular localization . [ 26][27][28][29 ] For example , AgNP dissolves ions , and Ag ions play a major role in AgNP - induced toxic effects ; [ 26 ] GO have different lateral sizes and surface functional groups and have strong association with biomolecules . [ 27 ] Therefore , we looked into the changes of 5 - mC levels responding to Ag ions and GO with different lateral sizes and surface modifications . Previous studies demonstrated that Ag particles and Ag ions simultaneously existed inside the cells with a release rate of Ag ions around 10 % . [ 28,30 ] Thus , Ag ions at 0.4 µg mL −1 were used to treat cells , and different from Ag particles , Ag ions did not induce a significant change in 5 - mC content in A549 , 293 T , and THP-1 cells ( Figure S14 , Supporting Information ) . In order to answer whether length / size contributes to the influence on DNA methylation induced by ENMs , we deliberately prepared an array of GO with different lateral size , i.e. , S - GO ( smallest ) , I - GO ( intermediate ) , and L - GO ( largest ) , as described in our recent report . [ 28 ] As shown in Figure S18 ( Supporting Information ) , no significant difference could be found among these sized - GO in increasing 5 - mC levels in A549 and 293 T cells . Furthermore , we scrutinized the effect of surface modification on DNA methy lation changes using GO - NH 2 and GO - PEG ( polyethylene glycol coated GO ) , as described in our recent study . [ 31 ] As shown in Figure S19 ( Supporting Information ) , compared with the parental GO and GO - NH 2 , GO - PEG induced a milder increase of 5 - mC levels in A549 and 293 T cells , in agreement with the greater biocompatibility of GO - PEG . [ 31 ] Taken together , these data revealed new insights into the structure - activity relationship for AgNPs and GO : Ag nanoparticles rather than dissolved Ag ions were responsible for the DNA methylation changes ; the surface activity of GO rather than its size played the major role in GO - induced DNA alternations . However , further studies should be considered to identify the physicochemical determinants and nanobio interactions ( e.g. , distinct subcellular localizations ) in inducing different signatures of DNA methylation for diverse ENMs in the future .",no
"A moderately strong (n = 214, r = 0.40) and statistically significant (p < 0.001) relationship was found at monthly resolution between the modern δ 18 O sw record and the SODA salinity **data** (Figure 6a). The monthly δ 18 O sw record was also significantly correlated (n = 214, r = 0.39, p < 0.001) with log-transformed Tully ",no
"In this study, we used the gene expression **data** of Saccharomyces cerevisae or commonly known as yeast from [20]. The original **data** consists of 6,220 gene expression levels taken into 17-time points. The duration of the interval covers two cell cycles of a synchronized sample of yeasts. From the set of monitored genes, 416 of these genes are found to exhibit cell cycle dependent periodicity [3]. The work of Cho et al. [3] also provided a characterization of genes in terms of their involvement in cell cycle regulation. Yeung et al. [25] provided a subset of genes, where no two genes belong to more than one phase. A subset of 384 genes is grouped according to the 5 phases of the cell cycle. Each group corresponds to a specific cell cycle phase which activates in the following order: early G1 phase, late G1 phase, synthesis phase, second growth phase, and mitosis or cell division. In this paper, we refer to the groupings as Group 1 to 5, respectively. We will use the term functional group to refer to the group of genes belonging to a common function. Unless specified otherwise, the main functional grouping of genes is based on the 5 phases of the cell cycle. A more specific grouping was provided in the work of Cho et al. [3], where they provided biological characterization to some of the genes belonging to a single functional group. Examples of such characterizations are genes involved in cell cycle regulation, directional growth, DNA replication, mating pathway, glycolysis/respiration, biosynthesis, and transcription factors.",no
"**data** source: any system providing retrieval mechanisms (usually, an API) to access **data** related to software development: source code management, issue tracking, code review, synchronous or asynchronous communication, testing, collaborative documentation writing, Q/A forums, etc. Examples of a **data** source are a Git server, a Bugzilla instance, a Mailman archive, or some Slack instance. kind of **data** source: all **data** sources with the same retrieval API. Examples of kinds of **data** sources are ""Git"", ""Bugzilla"", ""Mailman"", or ""Slack"". repository: a part of a **data** source, usually corresponding to the **data** managed for a certain project. Examples of repositories are a Git repository, a Bugzilla issue tracker, a mailing list archive in a Mailman instance, or a Slack channel. index: all **data** corresponding to a certain kind of **data** source, as it is stored in the GrimoireLab database. Indexes may be raw, with **data** as similar as possible to the one provided by the **data** sources, or enriched, which are tailored to easy visualization and reporting.",no
"Moscow is, no doubt, capable of launching a gray-zone or ambiguous conflict, but Ukraine indicates that it may be unable to control the course of such a war, particularly in the short term. It is impossible to say if Russian leaders will conclude that the attempts at political warfare and irregular warfare in Ukraine were ill-conceived or poorly executed-possibly both. If the purpose was to avoid escalation to a conventional war, then the operation failed. Moscow may conclude that repeating such an operation is too fraught with risk and unpredictability. However, Russia more likely will use the lessons from Ukraine to refine how it goes about political warfare, particularly where use of conventional force is prohibitive. Undoubtedly, the Ukraine case offers a significant amount of **data** and experience for Russia's military and civilian intelligence services: GRU, FSB, and SVR.",no
"It is useful to consider migration to the UK from the perspective of transnationalism, defined as ""the process by which immigrants forge and sustain multi-stranded social relations that link together their societies of origin and settlement"" 37 . From the 1920s until recently, migration research has tended to focus on the incorporation of migrants in their destination country rather than continued ties with their country of origin. However, since the 1990s, ""the transnational turn"" has provided ""a new analytic optic"" 38 . From this perspective, given that migrants maintain ties across the borders of nation-states, return visits to their country of origin and overseas visitors to the UK may result in increased exposure to M.tb. Where **data** was available, 17.2% of TB cases in 2016 in England had travelled outside the UK (excluding Western Europe, US, Canada, New Zealand and Australia) in the two years before diagnosis, and 7.3% had received an overseas visitor. 23.3% of non-UK born cases had travelled outside the UK in 2016 compared with only 4.7% of UK born cases 14 . Such movements are increasing as globalisation leads to the intensification of international interconnectedness: in the UK, travel to visit family and friends abroad increased by 67% between 1998 and 2007 39 . In 2007, UK residents made nearly 900,000 trips to the ISC for the purpose of visiting friends and family 39 .",no
"A group of students successfully proved weaknesses and imperfections of Global Positioning System (GPS). In 2013 they hacked the GPS signal on a private yacht and distributed false position **data** to navigational equipment. As the track-pilot was active, automatic correction of course had been initiated in order to put the yacht back on route (Vaas, 2013).",no
"In total, 21 responses were recorded, representing 67% of the 31 regional LAGs. Although this represents a satisfactory level, as shown in other studies [29], it may introduce a bias, since the successful LAGs could be more likely to respond to an interview. The lack of response of some managers could also suggest a lack of interest in other additional activities not covered under the LDS. Data from the open questions was manually coded. This method allows for a better **data** understanding and transparency [47]. Responses that expressed a similar concept were assigned the same code in order to establish their frequency [48].",no
"We collectively refer to observations and actions , as well as auxiliary integers and reals generated during computation , as atoms . Our language considers two kinds of data : atoms and sequences of atoms ( including histories ) . We assume a finite set of basic operators over atoms that is rich enough to capture all common operations on observations and actions . Figure 1 shows the syntax of this language . The nonterminals E and α represent expressions that evaluate to atoms and histories , respectively . We sketch the semantics of the various language constructs below .",no
"NAISC-L users and are completed when users actively update the Interlink Graph with the additions, deletions or revisions they have made to the linkset. A linkset has only one named graph that contains all of its active interlinks. This design allows for simple and efficient querying of the interlinks. 2. Provenance graph: This is a named graph, in the form of a prov:Bundle, that contains the provenance **data** of the links in an Interlink Graph. Multiple provenance graphs can be associated with one Interlink Graph, as a new provenance graph is created for every interlinking session. A Provenance Graph contains the origin **data** of the interlinks created during an interlinking session, as well as the origin **data** for the linkset itself. It also provides a history of the interlink deletion and revision activities that occurred during an interlinking session. These descriptions are provided using RDF Reification (Manola and Miller 2004). 3. Relationship graph: This is a named graph containing a set of statements linking an Interlink Graph with its Provenance Graphs using the property prov:has_ Provenance. This property, which is part of PROV-AQ: Provenance Access and Query 17 (Moreau et al. 2013), specifies how to obtain a provenance record associated with a resource.",no
"In this paper, we address these problems by extending the work of Baader and Krcmar [3] in multiple ways: We first extend the requirements for synthetic ERP **data** layed out by Baader et al. [4] to include further requirements of ERP fraud detection approaches [7]. We secondly propose to use an established serious game [9] to simulate not only fraudulent scenarios but also normal operation of a make-to-stock production company through user interaction in a real ERP system, generating both normal and fraudulent behavior simultaneously. Additionally, this allows us to extend the business processes investigated by previous **data** generators from the purchase-to-pay (P2P) process to modeling normal and fraudulent activity in the well established order-to-cash (O2C) process as well. Based on our extended requirements, we then design multiple fraud scenarios in cooperation with auditing experts. We conduct multiple runs of our proposed **data** generation scheme and produce ERP system **data** of multiple fiscal years of operation, extracting raw **data** from the ERP system. The resulting **data** contains many multi-relational tables that offer different views on the recorded company's business process. Since many fraud detection approaches require single tables to operate, we additionally create ready to use datasets from a subset of our multi-relational **data** that can be directly used for measuring and comparing the performance of fraud detection systems. We further extend these datasets by providing expert-created annotations for fraud cases that highlight the problematic entries of individual frauds for use in debugging and assessing performance of algorithms that focus on the detection of anomalous entries specifically.",no
"1) Determine the maximum transmission times t max . Initialize t = 1. Generate a new **data** block. Perform PS encoding and LDPC encoding. 2) At the t-th transmission, obtain symbol-wise punctured bit sequence S qt pt according to (2). 3) Modulate S qt pt to QAM symbols. Then, the symbols are transmitted over a channel and received by a soft demodulator. 4) Perform inverse puncturing, which is detailed in Section III-B. 5) Perform LDPC decoding and PS decoding. 6) If the **data** block is successfully recovered or t reaches t max , return an ACK and end this transmission. If not, return a NACK to request a retransmission, let t = t + 1 and go back to step 2.",no
"The very complex **data** organization is usable by specialists but not by ordinary users. That is why we have been interested by the realization of a flexible and intelligent system, which allows the consultation and comparaison of the two languages lexicongrammars (which are at the present day romance languages lexicon-grammars), and which includes the correspondance notion we have just presented. Its use will not need any knowledge neither of the **data** organization nor of computer science.",no
The general workflow of the server is illustrated in Figure 1 . The first step comprises the input of data . There are two different kinds of input data .,no
"When applying the symbol-wise puncturing, there is a constraint on the symbol length of the first transmission. Since we require the amplitude bits to satisfy k a = n c (m − 2)/m, the length of information bits must be greater than k a and the LDPC code rate satisfies
R = k c n c ≥ m − 2 m .(3)
If the receiver successfully recovers the **data** block after the t-th transmission, the transmission code rate is increased to
R t = k c m t j=1 n j , 1 ≤ t ≤ t max .(4)
Then, the code rate R t is bounded by
k c n c ≤ R t < 1, 1 ≤ t ≤ t max .(5)
For t = 1, k c m · n 1 < 1.",no
"One approach to reduce computational cost is through the use sparse GPs that approximate (between the gradient and function sampling), the gradient inputs may be sampled from an image in a grid format, however the addition of the function observations disrupts the required format to take advantage of Kronecker products directly, without any masking of regions. Since this paper is purely focused on the methodology of obtaining quantitative **data** from schlieren images, only some of these approaches have been considered to make the method tractable.",no
"The universal serial bus (USB) interface is used as a standard type of interface in many different kinds of devices for the transmission of data. The **data** transfer rate, low power and ease to use are the key features that made USB as an industry standard **data** transmission interface. Hot plugging can be achieved automatically in USB interface. Without shutting down the system, USB can connect the computer with electronic devices. A RS232 dependent system can be easily portable to USB interface by using embedded RS232 to USB converter. To bridge the difference in **data** rates among the 2 interfaces first-in first-out (FIFO) logic is used. The study of USB protocol with an FPGA development board is important. The USB standard interface broadly has 2 units, Parallel interface engine (PIE) and USB transceiver macro cell interface (UTMI). PIE is accountable for packet extraction or construction and also responsible for the communication with the peripherals. UTMI is connected to USB cables and are used for transmission of serial **data** and for synchronization of time frames. The serial interface engine (SIE) has two sub-blocks, Endpoint Logic sub-block and SIE control sub-block. The endpoint logic block has, FIFO, FIFO logic and endpoint number recognition. The SIE block has sequencing logic for USB packets and transactions managing, logic of address recognition and USB product identification logic (PID). SIE blocks lies in between the processing unit of computer and UTMI. It receives the **data** from the computer processor and transmits to the UTMI. The UTMI unit does clock synchronization, clock recovery, bit stuffing, **data** serialization and deserialization. UTMI uses differential signals to transmit **data** from one USB to other USB compactable device.",no
"In contrast, our paper does not need long-term outcome observations in the experimental **data** but only need them in observational data. Moreover, our paper does not view short-term outcomes as proxies for the long-term outcome, so we avoid these previous surrogate criteria. Instead, we view them as proxies for unmeasured confounders to correct for confounding bias. See also discussions in Section 2.3.",no
"Arthur provides an HTTP API (via its Server class), which allows for the management (submit, delete, list) of Perceval jobs, defined as JSON documents specifying the details of the job. These details include the category of the job, parameters to run Perceval, or parameters to the scheduler, such as the maximum number of retries upon failures. Jobs are sent to the Scheduler class, which maintains queues for first-time and incremental retrievals, rescheduling in case of failures. These queues submit jobs to Workers (which can run in different machines), which are the key scalability element of Arthur. When jobs are done, workers notify the scheduler, and in case of success, they send the JSON documents, resulting from Perceval **data** retrieval, to a storage queue, where they are consumed by The Analyzer module runs third party tools on the checkouts of the repository, produced by the Client module, and passes the results, properly formatted, to the Backend module. The ""tools"" box shows third party tools.",no
"In the space scene, IRST work process is that system scans the certain field according to the prior information, and transmits image **data** to the infrared image real-time processing system for processing. Firstly, IRST detects and select suspected tracking target. Then the system which is derived from the automatic detection and tracking method, determines the location and size of the target to be detected, and calculates the moving direction and speed information of the target to the spacecraft platform. Finally, the platform controls the detector to track the moving target and keeps target in the field of the detector. During the process, the platform performs target position correction at any time. The working process of IRST is shown in Figure 1. ",no
"Our research quantified core use areas to inform management efforts to protect dens from disturbance by using empirical **data** to describe wolf space use and movement patterns. Although we did not specifically evaluate wolf tolerance of human disturbance, we believe that these **data** reflect habitat and space requirements around active den sites during the denning period when pups are most vulnerable. Based on our results, the current recommend buffer does not encompass denning use areas. Despite breeding wolves having smaller core use areas (and corresponding den buffer widths), the mean distance of the edge of their core home range from the active den still exceeded the current recommended forest buffer distance (366 m) around the den site by nearly 2 (734 m) to more than 6 times (2308 m). When considering the non-breeding pack members associated with an active den site, the mean core home range edge further exceeded the buffer distance recommended for both Table 3. Monitoring period by pack and season (pup-rearing: 15 April-31 July, late summer: 1 August-14 October, fall: 15 October-31 December, and late winter: 1 January-14 April), and wolf pack home range size (km 2 ) estimated with minimum convex polygons (MCP) and autocorrelated kernel density estimators (AKDE), Prince of Wales Island, Alaska, USA, 2012-2016.",no
"WCF vs Web API vs NET Remoting. The functionality of the centralized server is exposed as a web-service through Windows Communication Foundation (WCF). There are other ways by which the remote functionality can be exposed such as .Net Remoting of Web API from Microsoft, but neither of them can offer interoperability, security and performance, all in one. Interoperability of the WCF is ensured by the way it publishes it is service and **data** contracts. The WSDL ensures a cross-platform communication, thus adding a high degree of flexibility to this component. Due to its flexibility we can configure the security aspect of the web-service to fit our needs. If configured correctly, the WCF service can ensure confidentiality, integrity, and authorization. Confidentiality and integrity can be guaranteed at transport level or at message level, or at both, without a significant performance penalty. The authorizations in WCF provide flexibility in the way we define the authorizations. New authorizations levels can be defined and configure by the developer, or the WCF service can use the windows accounts that accesses the service. In this case, the developer doesn't have to define the authorization roles, but it needs to configure the levels of authorization. This allows us to write optimized queries the return an optimal amount of data. The main disadvantage of LLBLGen is that it cannot be integrated in the IDE, and comes with it is own configuration environment. Morover, LLBLGen Pro is not free. The advantages of Entity Framework is that it can be fully integrated in the development environment and plus, is free. The backend database was built using Microsoft SQL Server.",no
"In digital imaging applications, color was first used primarily on CRT displays. The color **data** in most images was adjusted and stored in a device-dependent format suited for providing reasonable reproduction on common CRT monitors. With the proliferation of a large number of other color devices, it is desirable to use a device-independent color specification from which identical-appearing images can be created on multiple output devices. While this has been an active area of research in the industry, a universally acceptable color specification system that guarantees device independence is yet to be defined. The use of standardized colorimetry defines colors in a device-independent space and therefore forms a first step toward achieving device independent color. However, as discussed in Sections II-D and IV-D, the use of a deviceindependent color space does not by itself guarantee an appearance match between images reproduced on different devices under different viewing conditions. Therefore, in addition to colorimetry, the use of auxillary information regarding viewing conditions and white points has been proposed for color specification. Such information would allow exploitation of vision psychophysics and gamut mapping to achieve deviceindependent color [332], [333].",no
